title,tag,artist,year,views,features,lyrics,id,language
Were On Our Way,pop,Jonny Ardor,2022,4,,"You're not my friend, companion or comforter Uncomfy bra, uncustomized for customers Sleep on me on pillows when I wallow when I'm mellow No need to say hello ever since you got a fellow  Is my last name Urkel, do I look like Milhouse Few are in my circle, gifted beautiful and proud Purposefully working in a space without room for doubt Fakes keep lurkin, never gettin what I'm talkin bout  Blood pressure, tumor, aneurysm, stroke and heart attack Artificial coma patients are not always comin back I have seen tragedies unfold after sunset No comedy's a remedy, when things are left unsaid  Don't stick to what you're told, there's too much you'll regret Don't think you're too young or too old, you got one at bat Noone really knows, not even you unless you try Get up everytime you fall, it takes a drop to gain height   We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing  We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing  We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing   We wanna climb, we wanna go outside We wanna slide, we wanna go on rides We wanna fly, and see a cloudy sky From above, with the people we love  Honestly, you're a rarity Your wish is my command, you're my royalty I will rid you of your demons for eternity We're both mortals but I need angelic loyalty We're both mortals but I need angelic loyalty   We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing  We on, we on, we're on our way We won the fight, we feel amazing We play and pray, only God has say They curse the blessed, we're still amazing   We're On Our Way We're On Our Way We're On Our Way We're On Our Way  We're On Our Way We're On Our Way We're On Our Way",7573829,en
AA,pop,Swenty Tix,2022,119,," Late night, talking all day long And I like when you snap pictures on my phone, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh I was so tired of feeling alone You cheered me up, you saved me, I was feeling low, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh   Was going down the dark road Had to turn around, realized I might grow cold So happy that I found you - the warmth in this cold world I been thinking 'bout you like all day long, oh I know I'm saying this over and over again But ever since I met you, girl, my life has changed I'm thinking will we evеr be more than friends? And I rеally need you by my side when my life ends, oh   I know that I'm not perfect Still trying my best for you, don't know if I'm worth it But baby, I could give you everything that you want Just tell me what you wanna do, you're all I want, oh  Late night, talking all day long And I like when you snap pictures on my phone, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh I was so tired of feeling alone You cheered me up, you saved me, I was feeling low, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh   You're all what I'm thinking of Even when I'm not asleep, you're all what I'm dreaming of Days with you - always feel like it's the weekend When I'm with you every day's the summer season When I'm around you, A is always for awesome Feeling like I'm in the clouds, I'm happy like Ross And I like when you text me, staring at my phone Tell me, will you ever miss me when I'm gone? Oh   I know that I'm not perfect Still trying my best for you, don't know if I'm worth it But baby, I could give you everything that you want Just tell me what you wanna do, you're all I want, oh  Late night, talking all day long And I like when you snap pictures on my phone, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh I was so tired of feeling alone You cheered me up, you saved me, I was feeling low, yeah You can always ask, I'll answer Reminiscing 'bout the time we met by chance, oh",7786274,en
Salve Baby,pop,Ivete Sangalo & IZA,2022,54,," Iza in the house Licença, mainha Vem com tudo!   Salve, baby! Tô fingindo naturalidade, baby Mas eu morro e vivo de saudade, baby Baby, você mora em mim   Não tá vendo, baby Que a ideia tem sinceridade, baby Tá rolando choro em cada frase, baby Eu não quero mais ninguém   Baby, esse nosso love é brasa acesa Porque a nossa força vem da natureza Vamos fugir pra onde você quiser Eu te amo, baby, bote fé! Iôiôiõiôiô  Baby, pra você eu só direi sim Quero ter você pra sempre Volta pra cuidar da gente Que o nosso amor é diferente Baby, pra você eu só direi sim Quero ter você pra sempre Volta pra cuidar da gente Que o nosso amor é diferente (Salve, baby)   Salve, baby! Tô fingindo naturalidade, baby Mas eu morro e vivo de saudade, baby Baby, você mora em mim (Não dá confiança, não, hein?)   Não tá vendo, baby Que a ideia tem sinceridade, baby Tá rolando choro em toda frase, baby Eu não quero mais ninguém   Baby, esse nosso love é brasa acesa Porque a nossa força vem da natureza Vamos fugir pra onde você quiser Eu te amo, baby, bote fé! Iôiôiõiôiô  Baby, pra você eu só direi sim Quero ter você pra sempre Volta pra cuidar da gente Que o nosso amor é diferente Baby, pra você eu só direi sim Quero ter você pra sempre Volta pra cuidar da gente Que o nosso amor...   Baby, pra você eu só direi sim (eu só direi sim) Quero ter você pra sempre (pra sempre) Volta pra cuidar da gente Que o nosso amor é diferente Baby, pra você eu só direi sim Quero ter você pra sempre Volta pra cuidar da gente Que o nosso amor é diferente (É diferente) (Ah, se é)   (Que alegria, diferente) (Ai-ai-ai-ai-a) (Iê-iê-iê-iê-iê) (Oh, oh, whoa, oh) (Venha, baby, baby, Iza, Iza, Iza, baby) (Baby, baby, baby, baby)",7722493,pt
Active,rb,451,2022,203,," Just got off the plane Landed in the state, State of Californ-ia Looking for the weed And looking for another way Broke so many hearts And had me hella lucky days Left a trail of yellow tape, yellow (Aye)   This my kind of night (Ooh yeah) City shinin' bright (Ooh yeah) These my kinda hoes (Ooh yeah) I like 'em extra close (Ooh yeah) I'm tryna ball, I'm tired of waiting And I don't need no loud tings (Hell nah) Nah, that's just bad for business Yellow tape, yellow aye, tape (Aye) Got like two or three baddies I wanna (Aye) taste yeah Labеls trippin' I'ma find another (Aye) way yeah Try to bump mе, I might have to catch a case yeah Yellow tape, yellow tape, yellow  Just got off the plane Landed in the States, State of Californ-ia Looking for the weed And looking for another way Broke so many hearts And I had many lucky days Left a trail of yellow tape, yellow   I wanna know everything Wanna know what life like You said you were homesick 'Til you stayed at my crib On the gram just stunting Girl, these hoes don't come close You're the type of girl that I fuck with And I just wanna have some fun, yeah yeah I just wanna top you off I just wanna lay you up All your girls tying the knot, so you think that you're all alone (My God) Oh girl you're smarter than that You know that shit won't last too long (Yea) That shit won't last at all Come fuck with a Rolling Stone (Aye) Come fuck with a real one, I got 5 or 6 different pills or sumn (Aye) Take your pick and bill sumn, we can hit the strip when you need sumn I'm tryna get active (Ooh yea) I'm tryna get racks in (Okay) I'm tryna get fucked with I'm tryna get ",7736080,en
Run To You,pop,Alicia Moffet,2022,352,,"I think I need to face this I've been climbing, avoiding the fall But it’s time that I face it The further I go, the louder you call  We're liars If we keep on avoiding it all I'm tired Is it wrong?  To be running away To the safe side When I really wanna run to you I found the words to say But I can’t lie I really wanna say them to you I've been holding on even though I know it's wrong but I can't let go I'm sick of running away I'm sick of running away When I really wanna run to you I really wanna run to you oh If we were hand in hand is it our turn? Would we stand a chance if we give into this? Drag my heart through the dirt Give it one more dance even if it hurts  Oh we're liars If we keep on avoiding it all I'm tired Is it wrong?  To be running away To the safe side When I really wanna run to you I found the words to say But I can’t lie I really wanna say them to you I’ve been holding on even though I know it's wrong but I can’t let go I'm sick of running away I'm sick of running away When I really wanna run to you I really wanna run to you  Cause I'm lost And afraid And I don’t know which way to go Now we're caught In a wave Where it takes us, we don't know Cause I'm lost And afraid And I don't know which way to go Now we're caught In a wave Where it takes us, we don't know To be running away To the safe side When I really wanna run to you I found the words to say But I can't lie I really wanna say them to you I've been holding on even though I know it's wrong but I can't let go I'm sick of running away I'm sick of running away When I really wanna run to you I really wanna run to you",7805636,en
Bésame,pop,Omar Montes & Kevin Roldn,2022,525,Omar Montes & Kevin Roldán,"   King Records Kevin Roldán, baby KR Omar Montes Bofff Azout   Es tarde, ya no está temprano, la luna está yéndose Nos conocemo' de hace rato y tú sigue' gustándome No hay por qué seguir negando, que no nos gane la timide' Si estamo' aquí es por algo, vamo' a hacerlo, bebé   Bésame No te demore', hazlo de una ve' Que cuando estoy contigo no quiero perder El tiempo que se va no va a retroceder, yeah Ma', bésame No pierda' tiempo y devórame Como tu juguete sexual úsame Trépate encima, bríncame  Llegué a España solo pa' romperte el toto Me gusta cómo al WhatsApp me envía foto' Nadie tiene que saber lo de nosotro' Nadie tiene que saber lo de nosotro' Vamo' pa' Madrid en el privado flow Ronaldo Un millón en carro y todo saldo Mami, pon la olla, que aquí está tu caldo Mami, pon la olla, que aquí está tu caldo   Baby, bésame No pierda' tiempo y devórame Como tu juguete sexual úsame Trépate, encima bríncame, bofff Bésame No te demore', hazlo de una ve' Que cuando estoy contigo no quiero perder El tiempo que se va no va a retroceder, yeah   Guardo video' de lo que hicimo' en el carro No me olvido de cómo te la metí en Medallo Tengo una colección de panty tuyo' en mi armario Y cuatro foto' tuya' en las que te estás tocando La vi en el PH, estaba' perreando De fondo mis cancione' estaban sonando El party parece un cielo y yo soy un diablo No creía en nada y a su culo estoy rezando  Esta noche no llega' temprano, la luna está yéndose Nos comemo' desde hace rato y sigue' gustándome Si estamo' aquí es por algo (Tra, tra) (Vamo' a hacerlo; tra, tra, tra, tra)   Baby, bésame No pierda' tiempo y devórame Como tu juguete sexual úsame Trépate, encima bríncame, bofff Bésame No te demore', hazlo de una ve' Que cuando estoy contigo no quiero perder El tiempo que se va no va a retroceder, yeah   Trépate, encima bríncame Trépate, encima bríncame",7657348,es
Hold U Down,rap,Austin Skinner,2022,4,,"Yeah, yeah I thought that I told you ""you could stay"" I done came up every single day, it's payday I'm on drugs, going down, I'm yelling ""mayday""",7858179,en
Guts,rap,Austin The Icon,2022,7,"NF DOT,Highroller Don","[Intro}   I'm just tryna get in nem guts I ain't tryna talk to much I'm just tryna see what's up I'm just tryna see if you down Ima have you out first round I'm just tryna get my nut I'm just tryna see what's up   Girl buss it open for me Ya I see that third eye Ya its winking at me Ima lick you head to toe Start the chain reaction All that talkin on the phone Hope you bout that action Ima have to take control I know you was cappin All the four play for the win Listen to the captain Hold up What you running from I know you ain't tappin All that twerkin on my face Ima need a napkin Love to fuck my passion You a nasty girl Gone head and clean it up You feel that pressure now Gone head and speed it up I like the way That you look at me baby And I like the way When you fuck on me baby Ya  I'm just tryna get in nem guts I ain't tryna talk to much I'm just tryna see what's up I'm just tryna see if you down Ima have you out first round I'm just tryna gеt my nut I'm just tryna see what's up   Ridin round Ima wear it out After sun down Ya Way she put it on mе We might have a son now No way She gone stick her tongue out She gone eat it Real shit Way she grabbin on me Think she need it Legs shakin , say that pussy hungry Let me feed it   I'm just tryna get in nem guts I ain't tryna talk to much I'm just tryna see what's up I'm just tryna see if you down Ima have you out first round I'm just tryna get my nut I'm just tryna see what's up  Rock yo hips And wave and dip Rock yo hips And wave and sit On me   I'm just tryna get in nem guts I ain't tryna talk to much I'm just tryna see what's up I'm just tryna see if you down Ima have you out first round I'm just tryna get my nut I'm just tryna see what's up   I don't wanna talk to much I just wanna see what's up I wanna see what's up Rock yo hips And wave and dip Rock yo hips And wave and sit Rock yo hips Ya Rock rock rock rock hips Ya Let me see it  These bitches claim they love me My life full action a movie I can't trust no hoe I'm never fallin over groupies She say that ima dog And she can see right through me My brody got that vert And know he keep a lil uzi I been out west coast pourin Bombay Eatin lamb chops dinner for the entrée She a freak so I hit her down sideways That bitch gone buss like 5 plays Pass it to bro and i know that he shoot it Cash out on the zips and run through it Feelin like Nike bitch know I just do it Talkin bout money know I speak fluent I speak fluent   I'm just tryna get in nem guts I ain't tryna talk to much I'm just tryna see what's up I'm just tryna see if you down Ima have you out first round I'm just tryna get my nut I'm just tryna see what's up",7803464,en
Fathers land,rock,Utter Nonsense,2022,7,," I've seen better days Pedal latest craze It's just another phase Wake up from a days I've seen better days Pedal latest craze It's just another phase Wake up from a days     Bones cracked like eggshells Stuck in personal hell Congratulations are to tell Last week, ain't that swell?   I've seen better days Pedal latest craze It's just another phase Wake up from a days    Beach coated with shells Caring hurts like hell Please only ask, don't tell His limbs begin to swell Ah Ah Ahh  ",7771474,en
Charli XCX - Constant Repeat Tradução em Português,pop,Genius Brasil Tradues,2022,44,Genius Brasil Traduções,"   Oh (Poderia ter tido uma garota má se você quisesse)   Estou focada em você, você também está em mim Eu sou fofa e rude, e você gosta do que eu faço Você disse que eu percorria pela sua mente, então eu coloquei o amor na linha Eu te assustei, você perdeu a chance de uma vida   Quando você está sozinho Você já pensou sobre a magia em mim? Você gostaria que eu fosse sua? Quando você está sozinho (quando você está sozinho) Estou sempre em sua mentе em constante repеtição? Sou eu que você quer?   Você percebe que eu poderia ter sido a única a mudar sua vida? Você poderia ter uma garota má ao seu lado Você poderia ter tido uma garota má Poderia ter tido uma garota má se você quisesse (garota má) E você sabe as razões pelas quais você teve que me deixar ir? (Você sabe?) Você poderia ter uma garota má ao seu lado Você poderia ter tido uma garota má Poderia ter tido uma garota má se você quisesse (garota má)  Estou focada em você, você também está em mim Te disse que sou fofa e sou rude com uma atitude meio rara Você disse que ainda estou em sua mente, mas agora não tenho tempo Você deveria ter sido corajoso, você perdeu a chance de uma vida   Quando você está sozinho Você já pensou sobre a magia em mim? Você gostaria que eu fosse sua? Quando você está sozinho (quando você está sozinho) Estou sempre em sua mente em constante repetição? Sou eu que você quer?   Você percebe que eu poderia ter sido a única a mudar sua vida? Você poderia ter uma garota má ao seu lado Você poderia ter tido uma garota má Poderia ter tido uma garota má se você quisesse (garota má) E você sabe as razões pelas quais você teve que me deixar ir? (Você sabe?) Você poderia ter uma garota má ao seu lado Você poderia ter tido uma garota má Poderia ter tido uma garota má se você quisesse (garota má)   Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição Me pegou na repetição, me pegou na repetição",7812685,pt
Don`t play,rap,Hfrmthe3,2022,1,,"Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with me , dont play with me) Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with me , dont play with me) Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with ) My bro told me he needed bread so I told him trapped ahlie  He told me he can't do it right now and I just asked him why  He needs to ride out right now cus his boy got cheffed in his eye Got the brand new Dior season and all my sneakers fly (ohh)  I was a trap boy before i even started making music  Go put a hand on me get bun cause all of my bros dem ruthless  He was talking shit so gang pulled up and left him toothless You ain't making bread my bro go see how much this fucking food brings  Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with me , dont play with me) Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with me , dont play with me) Dont play with me or you get left  CCTV I don't beef them boys them boys there neeks (dont play with me)",7723023,en
Fatality,rap,IMBICIL SQUAD,2022,8,Astin Ray," Перезарядил ствол, прямо как в CS:GO На dust'е с пацанами курим дерьмо Нож-бабочка кружит, как бабочки в животе Если криво пиздишь – он окажется в тебе Развалим твою тиму, как Na'Vi Vitality Добьем русский рэп, сделаем фаталити Мы делаем грязь, хули вы палите? Либо come on, либо проваливайте Легкие черные, теперь я негоден Солевая МГ залита в поде Этот альбом выйдет на подиум В кармане стафф, копы ловят по морде Выпил кофе плюс герыч в сердце Теперь кровоток стоит на месте В жизни не обойтись без жести Теперь ты немой, общаешься жестами Мы парим, но не левитируем Этот звук на миллион лимитирован Мы реальные торчи, а вы имитируете Собрали кассу, а вы все суммируйте  Сум-сум-сум- Миру-миру-мируйте Фата-фата-фата Та-та-та-фаталити   Astin Ray да тут на блоке, гасит этот сладкий грайм Если я закашлял, то поверь мне, сука, это гарь (кхм-кхм) Если нет альбома, то наверно щас январь (зима, зима) Ты на травле, кем ты правишь? Ты паскуда а не тварь! Да, мы на точке, сипуем лин травим почки (почки) Не делюсь с кем-то прочим я преподам вам урочек (урок) На косвенной почве; задолжал – ставлю прочерк На улице ночью я падаю к этой кочке (on street, on street) К имбецилам я заскочил! (заскочил) Сука дымит, как паровоз – я подарю ей пару роз (br-r-ra!) Мы курим самый крепкий сорт – ты куришь, бля, только навоз У меня растет этот спрос, и мы решим любой вопрос Выкинул лёгкие, будто я сейчас пробежал весь кросс (p-r-r, pow-pow)   Кро-кро-к-к Ве-ве-весь кросс Фата-фата-фата Та-та-та-фаталити Эт-эт-эт Это сто-...  Это 140 BPM, let's go man Стреляю с AK, спасибо за перезарядку Нахуй мне ножи – люблю дистанцию Стою на миле – стреляю на точность Без разрешения и документов Прямо как gangster! OG на бите, тебе лучше не шутить Мы ушли далеко, их рэп никакой Я – молоток, и причем отбивной Отправляю всех молодых на покой Let's go man Минус этот бит, уничтожен как сапфир Градус понижен, он ниже нуля Северные рифмы с ходу летят Меня считают OG, кем я и являюсь (ice) Хочешь бросить юзать – пока не получается Мы ушли далеко, ни взгляда назад Их рэп никакой, я не слышу вас там Вы – всего лишь мыши, такие легкомыслящие   Легком-легком-легком- Мыс-мыс-мыс-мыслящие Фата-фата-фата Та-та-та-фаталити  Сто сорок как N.FINCH Вникай в мой speech Bitch, ты для меня – дичь Наш пик не достичь Сломал алгоритмы Дал им ритмом террор – это фуррор Как альпинисты, мы свернем допизды гор Заставим полюбить это силком; Welcome! С твоей сукой делюсь белком Фейков турнём из bando На миду сквозь дым ебу Займу king of the hill Но я милый big boy как floppa Оппы летят наверх, как хлопья Мы на риддиме, это UK наследие Вы там не спите? Wagwan! Grime sound из Питера летит прямо в дом к вам Грязный уличный стиль занесли на подошве кроссовка Тебя воротит от дерьма, с которого я соткан Но оно вдарит в нос всему кварталу, даю сотку! Микрофонная стойка сделана из костей оппа Панчей-kick'ов столько, это monster combo Я – ninja tekken fighter, на тебя фаталити ебну!   Фата-фата-фата Та-та-та-фаталити Фата-фата-фата Та-та-та-фаталити Фата-фата-фата Та-та-та-фаталити Фата-фата-фата Та-та-та-фаталити",7548206,ru
FRESHIEST Accelerated,rap,7ACE & GREEN ORXNGE,2022,7,,"   Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю (Что?!) Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю   Делаю вдох, делаю выдох Каждый день как последний, это мой выбор Мне нужны деньги, это всё будет Всё остальное не нужно по сути Мы идем по проспекту луна фонари Забил на тех кто не верит в мечты Добьюсь всего, заберусь на верх И буду смеяться, кричащим мне в след  Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю(Что?!) Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю   Сотка капает на карту, дождь за окном капал Миром правят деньги? Нет, миром правит правда Доверься мне брат, солнце еще воссияет Мы как птицы Падаем, ну а потом взлетаем   Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю(Что?!) Самый свежий, самый новый, денег дохуя Ты не знаешь кто я, но уже хочешь меня GREEN ORXNGE самый лучший фонкер, отвечаю Вокруг одни броукбои я их не замечаю  Да кто такой этот ваш GREEN ORXNGE?",7769341,ru
悬浮术II LEVITATION II,rap,GALI (CN),2022,20,,    I’m levitating 我悬浮在了高空 看Dumbass 在地面上堵塞着交通 The chosen 1 看我被上天给挑中 坚硬得如磐石让你根本无法撬动 当这些rap shit概念被偷换 Talkin’ music 我们讨论八卦或豆瓣 过来面对面吧 suckers 我表情不友善 Whatever you want 把我捧上天或 post 上猪柳蛋 心里的目标总是不停地逃走换了又换 是什么东西在驱使人们聚拢了又散 不如就算了 从来没想靠运气摇中扭蛋 但要我放弃音乐不如去公司里按部就班 看现在除了顶端 没地方可以再让我去 头上的 spot light 闪耀 看到没 周围的镁光灯黄或绿 只有做快餐的人 才会去在乎客座率 那些个诋毁 对我来说 就像是个幼稚的恶作剧 没什么能克制我像不怕白天的吸血鬼 我影响过的孩子把我划分进到医学类 医学会研究后论文说我像有张机械嘴 我像超音速 火箭低空行驶在地铁轨 如果你还不能够听懂的话 还在拼命的地骂 肆意评论着我的价值 说我只不过坐上了这最后一趟的巴士 对没错 但我不是乘客 看看是谁在驾驶 如果你还不能够听懂的话 还在拼命地的骂 肆意评论着我的价值 说我只不过赶上了这最后一趟的巴士 对没错 但我可不是乘客 看看是谁在驾驶 Man Fuck    如果你还不能够听懂的话 还在拼命地的骂 肆意评论着我的价值 说我只不过赶上了这最后一趟的巴士 对没错 我可不是乘客 看看是谁在驾驶 Man Fuck  我就像颗太阳在天上面挂着 亚特兰蒂斯的水面 A badass on a yacht Killin’ ’bars 顺便也在上面做一些ART 就请把我的 studio 叫做达芬奇的画室  枯竭 枯竭 我灵感不会枯竭 当我把我自己交给了上帝和 music 你又抓不住我 像是深海里的乌贼 我和你的差别就像 Kanye vs 苏醒 Movin movin I can’t stop movin 如果帅是种罪我应该判无期徒刑 看我悬浮在半空就像科幻的movie 在天空上面levitatin’ 在云朵里crusin’ 看他是怎么做到的so confusing Shut the fuck up 那些媒体都是 Pussy I don’t fuck with medias 除了The park&Tuzi 我的朋友不多但有永力还有 Whoosis 没在说唱 I’m speaking what the truth is 用最少的时间对这成功进行速写 我懒得注解 随便你们对我误解吧 看那烈焰灼烧的过程就像铸铁   I saw it again The passion the pain My Eyes open在眉心的中间打开了天眼 高空悬浮 当我被推到危险的边缘 看着我会让你觉得距离现实很偏远 NO Alice in that WONDERLAND 看雨水从天而降不断 打湿我的脸 世界在下沉 motherfuckers wanna dance 闪 电和霹雳就是我抽醒它们的鞭子 She’s a little mermaid So gorgours Aa devil in the tight dress so gorgeous 她是最优雅的妖精So gorgeous 像个美梦被叫醒了都瓦解   没错 我最爱的女孩都离开了 I’m a freak muthafucka 我就是个奇怪的 生物 每天重复地套上人类的外壳 砸烂那些照相机 我痛苦不会被你拍摄 Ain't no fucks given没感情的战士 Fallin’ back in love again But I’m running out of time 低头俯瞰爬虫们在泥土里腐烂着 我在几万米的高空和云层里面翻滚 Look Bitch I came a long way 用rap写下名字 never on the wrong page 装配了上具有杀伤力的装备 光线 透过窗照进废墟like Pompeii 我才不相信你所相信的now listen 我不相信爱 只不过是和孤独在接吻 “连你自己都不相信你要怎么相信别人” 看清楚我的表情在笑 aint no fucks given 不用知道自己原本的样子 打碎了mirror 不用知道我在哪里I’m in a whole new era 向尸体挥挥手 yo haters永别了 我是背着 弓 箭 战 斧的怪物猎人,7790032,zh
The Lovecats TC  Benny Mix 1990,rock,The Cure,2022,1,,"We move like cagey tigers We couldn't get closer than this The way we walk, the way we talk The way we stalk, the way we kiss  We slip through the streets while everyone sleeps Getting bigger and sleeker, and wider and brighter We bite and scratch and scream all night Let's go and throw all the songs we know   Into the sea, you and me All the years and no one heard I'll show you in spring, it's a treacherous thing Wе missed you hissed the lovеcats We missed you hissed the lovecats  We're so wonderfully, wonderfully Wonderfully, wonderfully pretty Oh, you know that I'd do anything for you We should have each other to tea, huh? We should have each other with cream? Then curl up in the fire And sleep for awhile It's the grooviest thing It's the perfect dream  Into the sea, you and me All the years and no one heard I'll show you in spring, it's a treacherous thing We missed you hissed the lovecats We missed you hissed the lovecats We missed you hissed the lovecats We missed you hissed the lovecats  We're so wonderfully, wonderfully Wonderfully, wonderfully pretty Oh, you know that I'd do anything for you We should have each other to dinner, huh? We should have each other with cream?  Then curl up in the fire Get up for awhile It's the grooviest thing It's the perfect dream   Hand in hand is the only way to land And always the right way round Not broken in pieces, like hated little meeces How could we miss someone as dumb as this? How could we miss someone as dumb as this? We missed you hissed the lovecats We missed you hissed the lovecats We missed you hissed the lovecats We missed  I love you, let's go Oh, solid gold How could we miss Someone as dumb as this? How could we miss someone as dumb as this? We missed you hissed the lovecatsHow could we miss someone as dumb as this? We missed you hissed the lovecats The lovecats The lovecats",7681828,en
Nasty Luv,rap,LovelyFilled,2022,10,," Прыгает на мне, мы снимаем всё на камеру (камеру) Её сердце не украсть даже лучшему скамеру (скамеру) Она такая nasty (nasty), но мы всё равно вместе (вместе) На мне её булки, зови меня пекарь (зови меня пекарь) У меня есть вес, от 102 не надо бегать (мне не надо бегать) У меня свой соус, можешь его чекать (можешь его чекать) Я много работал, я не против чека (я не против)   Она щас на мне, я для неё так важен (важен) У меня есть панчи, а, боец со стажем (да) Во мне эта таблетка и меня так мажет (мажет) Есть choppa, в меня не попало, он походу мажет (pew-pew) Triple six - я дьявол, тряси своим задом (тряси своим задом) У меня есть панчи, мои строчки летят градом (градом) Так много работы, раскидаю всё по датам (раскидаю все по датам, whai, а)   Прыгает на мне, мы снимаем всё на камеру (камеру) Её сердце не украсть даже лучшему скамеру (скамеру) Она такая nasty (nasty), но мы всё равно вместе (вместе) На мне её булки, зови меня пекарь (зови меня пекарь) У меня есть вес, от 102 не надо бегать (мне не надо бегать) У меня свой соус, можешь его чекать (можешь его чекать) Я много работал, я не против чека (я не против)  Она как шалава трясёт, трясёт своим задом (let's go) На мне эти купюры мне, мне ничё не надо (не) Я иду вперёд, я не пойду обратно (а-а) Во мне этот сплиф, его не вернуть обратно Всё в моих руках, я, я буду богатым (да) Я скурил свой weed, меня манит её вид (вид) Парень, чекай мой drip Ухожу только тогда, когда джойнт догорит   Прыгает на мне, мы снимаем всё на камеру (камеру) Её сердце не украсть даже лучшему скамеру (скамеру) Она такая nasty (nasty), но мы всё равно вместе (вместе) На мне её булки, зови меня пекарь (зови меня пекарь) У меня есть вес, от 102 не надо бегать (мне не надо бегать) У меня свой соус, можешь его чекать (можешь его чекать) Я много работал, я не против чека (я не против)",7628963,ru
Not That Guy,rb,Bono Paige,2022,10,, Yeah yeah Mmh mmh Yeah yeah   Out of 10 you been a 2 so far Just wish you’d finally get the urge to rack up Passenger seat in your best friends car That’s why them other bitches called you a scrub Ain’t nothing that you ever did hold up Studio sessions every evening no bars Different bitches in your sections no bars You ain’t got no bars Guess you Guess you not that guy You just not that guy You just not that guy   You not a rapper just bitch with some clout I Thought I told you not to ever act up Keep in mind I’m not the two I’m the one Losing me has been the end of all your fly Yeah you know I kept you fly Ooh I kept you fly Ohh I kеpt fly  Ain’t nothing without me boy Ain’t nothing without me boy Ain’t nothing without me boy Ain’t nothing without Ain’t nothing without Nothing without mе Nothing without me Nothing without me Nothing Nothing Nothing without   Nothing without me But this shit ain’ free But I will If you need 'Cause I know how you feel No double back on me Full court press on me If you need it Show it 'Cause this shit ain’t free   Ain’t nothing without me boy Ain’t nothing without me boy Ain’t nothing without me boy Ain’t nothing without Ain’t nothing without Nothing without me Nothing without me Nothing without me Nothing Nothing Nothing without,7781125,en
All Behind,pop,ddity,2022,22,Øddity,"Living fast is enough for me Someday ill be living in luxury Someday ill leave this all behind  Every day is a struggle to keep it up And i know that someday ill be enough But for now i wanna leave this all behind  Sometimes i don't wanna get out of bed Sometimes i wish i woke up dead I know its not my choice to make  Nothing works and i don't know How to keep on fighting blow after blow It feels like i can never catch a break  Living fast is enough for me And someday ill be living in luxury Someday I’ll leave this all behind  Fighting on to see another day Someday I’ll see beyond thе grave Find out whats beyond my mind And i know that my fam won't like this song But its all I know, how could it bе wrong? Sometimes I think I know its my time  But the world won’t just start being kind And some days I know ive lost my mind But i convince myself that ill be fine  Living fast is enough for me And someday ill be living in luxury Someday ill leave this all behind  (Outro) All behind",7443822,en
